timestamp,open,high,low,close,volume
2026-05-14 04:00:00,400.0,400.5,398.21,400.01,39096
2026-05-14 04:30:00,400.3,400.6,399.68,399.98,4608
2026-05-14 05:00:00,400.06,400.16,399.3,399.3,3876
2026-05-14 05:30:00,399.3,399.58,398.13,398.31,14185
2026-05-14 06:00:00,398.3,399.73,398.3,398.84,9297
2026-05-14 06:30:00,398.84,399.05,398.3385,398.78,5786
2026-05-14 07:00:00,398.81,399.08,398.11,398.1101,12935
2026-05-14 07:30:00,398.22,398.5999,398.07,398.14,18457
2026-05-14 08:00:00,398.28,399.0,397.72,398.88,19899
2026-05-14 08:30:00,399.0,399.0,397.07,397.07,23150
2026-05-14 09:00:00,397.09,397.1736,393.25,393.72,71196
2026-05-14 09:30:00,393.79,397.55,393.07,394.65,1625797
2026-05-14 10:00:00,394.61,395.3688,392.728,393.06,923464
2026-05-14 10:30:00,393.065,394.82,392.78,394.41,715724
2026-05-14 11:00:00,394.44,395.5,394.01,394.84,570394
2026-05-14 11:30:00,394.89,398.39,394.76,398.33,772138
2026-05-14 12:00:00,398.31,398.88,396.2301,396.34,525093
2026-05-14 12:30:00,396.3801,397.2899,395.47,396.79,525157
2026-05-14 13:00:00,396.75,397.61,395.3901,397.41,559262
2026-05-14 13:30:00,397.48,399.104,396.92,398.5,549902
2026-05-14 14:00:00,398.5,398.5,395.695,396.07,434167
2026-05-14 14:30:00,396.07,396.85,395.8,396.63,410215
2026-05-14 15:00:00,396.62,397.35,396.53,397.04,476806
2026-05-14 15:30:00,397.0232,397.33,396.02,397.2,1012621
2026-05-14 16:00:00,397.24,397.5,396.7,396.75,1871880
2026-05-14 16:30:00,396.71,397.17,396.46,396.48,3068
2026-05-14 17:00:00,396.5797,397.17,396.5797,397.034,2216
2026-05-14 17:30:00,397.01,397.32,396.66,396.9999,2225
2026-05-14 18:00:00,396.98,397.14,396.65,397.09,3492
2026-05-14 18:30:00,396.83,397.3205,396.83,397.0,2132
2026-05-14 19:00:00,397.237,397.37,397.13,397.14,3749
2026-05-14 19:30:00,397.0325,397.25,396.52,397.0,3149
2026-05-15 04:00:00,393.11,395.32,389.13,389.9,80773
2026-05-15 04:30:00,389.88,391.3,389.25,390.68,8220
2026-05-15 05:00:00,390.57,390.79,390.0,390.46,16096
2026-05-15 05:30:00,390.47,390.98,390.12,390.77,10617
2026-05-15 06:00:00,390.79,391.71,390.31,391.02,7662
2026-05-15 06:30:00,391.08,391.34,390.2,391.24,13856
2026-05-15 07:00:00,391.43,391.5,390.62,390.7466,17274
2026-05-15 07:30:00,390.91,391.5,390.65,390.7,12308
2026-05-15 08:00:00,390.59,390.8,389.9414,390.4,30777
2026-05-15 08:30:00,390.42,390.62,389.79,390.32,17857
2026-05-15 09:00:00,390.3998,393.89,389.3,393.22,104559
2026-05-15 09:30:00,393.27,395.73,389.76,394.315,2568915
2026-05-15 10:00:00,394.33,395.88,393.49,394.6025,814666
2026-05-15 10:30:00,394.575,395.18,392.91,394.56,619223
2026-05-15 11:00:00,394.6,395.07,393.11,393.59,624679
2026-05-15 11:30:00,393.61,394.18,391.1,392.595,517557
2026-05-15 12:00:00,392.67,393.5,392.0101,393.3201,272914
2026-05-15 12:30:00,393.4,393.55,392.09,392.285,298139
2026-05-15 13:00:00,392.285,393.85,392.19,393.72,280771
2026-05-15 13:30:00,393.67,394.34,392.78,393.055,400831
2026-05-15 14:00:00,393.08,393.75,391.88,392.03,385570
2026-05-15 14:30:00,392.06,392.9099,391.36,392.81,347841
2026-05-15 15:00:00,392.82,392.9,392.0297,392.37,216358
2026-05-15 15:30:00,392.33,393.53,391.65,393.37,1395508
2026-05-15 16:00:00,393.37,393.4,391.39,392.45,3068973
2026-05-15 16:30:00,392.53,393.31,392.29,392.9988,6097
2026-05-15 17:00:00,393.0,393.17,392.6955,392.6955,10398
2026-05-15 17:30:00,392.99,393.15,392.8,392.82,3895
2026-05-15 18:00:00,392.88,393.03,392.5,392.57,2325
2026-05-15 18:30:00,392.39,392.51,392.0,392.2,4704
2026-05-15 19:00:00,392.1,392.5,392.1,392.33,5695
2026-05-15 19:30:00,392.3,392.3,392.0,392.0599,4258
2026-05-18 04:00:00,390.2,393.0,388.78,392.81,70261
2026-05-18 04:30:00,392.57,392.8,391.9,392.47,4021
2026-05-18 05:00:00,392.44,392.44,391.0,391.15,7515
2026-05-18 05:30:00,391.55,391.62,391.33,391.5,1767
2026-05-18 06:00:00,391.51,391.51,390.84,390.84,3858
2026-05-18 06:30:00,390.88,391.36,390.36,391.0,2925
2026-05-18 07:00:00,391.27,391.51,390.36,390.5,14283
2026-05-18 07:30:00,390.535,392.54,390.48,391.6,15408
2026-05-18 08:00:00,391.27,392.58,391.0,391.6551,14433
2026-05-18 08:30:00,391.77,394.08,391.54,394.0175,33656
2026-05-18 09:00:00,393.96,394.3188,391.0,392.0,42717
2026-05-18 09:30:00,392.125,402.42,390.9,401.94,3241516
2026-05-18 10:00:00,401.94,404.47,400.19,402.0,1619129
2026-05-18 10:30:00,402.05,402.55,397.93,400.4,1095918
2026-05-18 11:00:00,400.445,400.89,398.28,398.32,695262
2026-05-18 11:30:00,398.355,400.0999,397.57,397.74,563289
2026-05-18 12:00:00,397.75,398.89,396.5,396.78,592978
2026-05-18 12:30:00,396.81,398.43,396.19,398.07,452397
2026-05-18 13:00:00,398.06,399.34,397.68,398.3764,399261
2026-05-18 13:30:00,398.42,398.46,397.14,397.78,348896
2026-05-18 14:00:00,397.77,397.78,394.67,395.02,614645
2026-05-18 14:30:00,395.06,395.23,393.1557,393.18,486431
2026-05-18 15:00:00,393.16,395.9399,393.0,393.52,701548
2026-05-18 15:30:00,393.55,394.46,392.17,393.16,1265221
2026-05-18 16:00:00,393.16,393.5,392.72,393.25,2539618
2026-05-18 16:30:00,393.3,393.46,393.25,393.4,13400
2026-05-18 17:00:00,393.4,393.6498,393.4,393.5,12950
2026-05-18 17:30:00,393.5001,394.13,393.5,394.01,16973
